iter	MultiClass
427	0.6447763936
428	0.6441316065
429	0.6436837453
430	0.6431112421
431	0.6425911507
432	0.6420307283
433	0.6415144367
434	0.6410611884
435	0.6405455476
436	0.6399012452
437	0.639434144
438	0.638991845
439	0.6385012829
440	0.6378520912
441	0.637363667
442	0.6367918506
443	0.6363491381
444	0.6358224696
445	0.6354115566
446	0.6348669983
447	0.6344021161
448	0.6338353763
449	0.6333309227
450	0.6328195065
451	0.6323047652
452	0.6319804473
453	0.6314374935
454	0.6310030646
455	0.6305772587
456	0.6301327415
457	0.6296670538
458	0.6292154999
459	0.628764869
460	0.6281938221
461	0.6277451503
462	0.6274397916
463	0.6269800584
464	0.6265412385
465	0.6262285137
466	0.625688936
467	0.6252776767
468	0.6249819318
469	0.6244872063
470	0.6240572519
471	0.6236870336
472	0.6232032551
473	0.6228961324
474	0.6223576011
475	0.622010909
476	0.6216794814
477	0.6210825088
478	0.6207014929
479	0.620344529
480	0.6197113995
481	0.6191250399
482	0.6186903672
483	0.6182727347
484	0.6179688963
485	0.6173150405
486	0.6168876755
487	0.6164387583
488	0.6160786538
489	0.6157133439
490	0.6152291453
491	0.6149004667
492	0.6143557783
493	0.6138097342
494	0.6132109006
495	0.6126636127
496	0.6122650971
497	0.6118115352
498	0.6114500378
499	0.6111497929
500	0.6105734577
501	0.6101925695
502	0.6098507562
503	0.6092788087
504	0.6088190304
505	0.6084945599
506	0.6081313032
507	0.6077345902
508	0.6073769724
509	0.6069361361
510	0.6065747695
511	0.6061787394
512	0.6055909189
513	0.6051441852
514	0.6045758566
515	0.6041198868
516	0.6036960665
517	0.6032916078
518	0.6027901627
519	0.6023167415
520	0.6017764103
521	0.6012614027
522	0.6009160937
523	0.6003364899
524	0.5999916925
525	0.5996978315
526	0.5992264224
527	0.5989341211
528	0.5986670316
529	0.5981008774
530	0.5977728779
531	0.5975046018
532	0.597209488
533	0.5967541733
534	0.5961362862
535	0.5957440216
536	0.5954286202
537	0.595192297
538	0.5946611882
539	0.5942224722
540	0.5936266918
541	0.5929688229
542	0.5926648093
543	0.5920778985
544	0.5917653811
545	0.5913887358
546	0.5908574024
547	0.5904146394
548	0.5898818194
549	0.5894238854
550	0.5891224291
551	0.5886726183
552	0.5882032731
553	0.587871311
554	0.587549265
555	0.5872423055
556	0.5868462588
557	0.5865907128
558	0.5861715661
559	0.5855736685
560	0.5851375908
561	0.5846301335
562	0.5844065728
563	0.5839065684
564	0.5835145006
565	0.5831294685
566	0.5827847703
567	0.5822942107
568	0.582060111
569	0.5817009587
570	0.5813049746
571	0.5808880229
572	0.5805083359
573	0.5800095747
574	0.5796300422
575	0.5790596519
576	0.578393884
577	0.5779811218
578	0.5775201334
579	0.5770932198
580	0.5765922839
581	0.5760847421
582	0.5756513929
583	0.5752858367
584	0.5749927371
585	0.5745068629
586	0.5739276035
587	0.5733999522
588	0.5731621057
589	0.5728827524
590	0.5724302388
591	0.5721170798
592	0.5716426115
593	0.5713862783
594	0.5711252457
595	0.5707628571
596	0.5702452512
597	0.5696797704
598	0.569362882
599	0.5689237612
600	0.568527932
601	0.5682648206
602	0.5678925979
603	0.5673744695
604	0.5671471419
605	0.5667079917
606	0.5663443452
607	0.5659687814
608	0.5656841325
609	0.5653398981
610	0.5650820717
611	0.5647272191
612	0.5643814105
613	0.5638917442
614	0.5633395833
615	0.5629484799
616	0.562447675
617	0.5619746304
618	0.5616829385
619	0.5613190844
620	0.5607874429
621	0.5605075989
622	0.5599602245
623	0.5595349216
624	0.5592129626
625	0.5587991479
626	0.5582537214
627	0.5578516558
628	0.5575291313
629	0.5570704428
630	0.5568351242
631	0.5564987075
632	0.5562259379
633	0.5557390379
634	0.5553734164
635	0.5548400663
636	0.5544798814
637	0.5541253186
638	0.5537391128
639	0.5534232511
640	0.5530614744
641	0.5525704856
642	0.5520572614
643	0.551878307
644	0.5515509576
645	0.551177671
646	0.5507019488
647	0.5504307541
648	0.5501830089
649	0.5498022749
650	0.5493499889
651	0.548878749
652	0.5485625024
653	0.5481930459
654	0.547848908
655	0.5475457746
656	0.5472468168
657	0.5469188572
658	0.5466785958
659	0.5461556051
660	0.5457389278
661	0.5453251184
662	0.5449989774
663	0.5445728217
664	0.5442695767
665	0.5440279923
666	0.5435226994
667	0.5430773256
668	0.5425658849
669	0.5422894696
670	0.5420529029
671	0.5417432473
672	0.5414770982
673	0.5410578683
674	0.5406919062
675	0.5402883204
676	0.5399855598
677	0.5396759119
678	0.5392495867
679	0.5387599279
680	0.538340037
681	0.5379509856
682	0.5375337235
683	0.5372288547
684	0.5367602117
685	0.5364776093
686	0.5362867825
687	0.5359556701
688	0.5357216879
689	0.5354249159
690	0.5350121723
691	0.5347149276
692	0.534357844
693	0.534096264
694	0.5338587372
695	0.5333441984
696	0.5328934048
697	0.5323631684
698	0.5319618047
699	0.5315590771
700	0.5312271829
701	0.5308133635
702	0.5305716017
703	0.530312178
704	0.5298994672
705	0.5296202544
706	0.5293780937
707	0.5289560099
708	0.5286333466
709	0.5282776586
710	0.5280167683
711	0.5275794852
712	0.5272743868
713	0.5270558384
714	0.5266353214
715	0.5264515349
716	0.5262507612
717	0.5260764055
718	0.5258346324
719	0.5253637126
720	0.5248727933
721	0.5245338203
722	0.5242852732
723	0.5240191426
724	0.5236000195
725	0.5233330064
726	0.5230981675
727	0.522909179
728	0.5226310617
729	0.5222265508
730	0.5219580517
731	0.5215188659
732	0.521094329
733	0.5205898184
734	0.5201860063
735	0.5196966595
736	0.51955285
737	0.519081482
738	0.5187270763
739	0.518255955
740	0.5180305148
741	0.5176764618
742	0.5172465556
743	0.5168334242
744	0.5165776619
745	0.5162620543
746	0.5158235656
747	0.5154176978
748	0.5151685002
749	0.514873063
750	0.5144881235
751	0.5141108251
752	0.5137615891
753	0.5135173189
754	0.5132237311
755	0.5129365096
756	0.5125784346
757	0.5123154871
758	0.5119239483
759	0.5114002816
760	0.51116813
761	0.5107471048
762	0.5103844714
763	0.5101222245
764	0.5097906518
765	0.5094050619
766	0.5090960918
767	0.5088457386
768	0.5084977855
769	0.5082436243
770	0.5078134776
771	0.5074672499
772	0.5071088414
773	0.5069064675
774	0.506581735
775	0.5062974643
776	0.506043924
777	0.5056569245
778	0.5054443303
779	0.5050355724
780	0.504701324
781	0.5044982609
782	0.5042792252
783	0.5039467599
784	0.503671122
785	0.5033945083
786	0.503093055
787	0.5027399793
788	0.5024742063
789	0.5022031292
790	0.5018429013
791	0.5015145901
792	0.5010785656
793	0.5007840943
794	0.5004720755
795	0.5002082169
796	0.4999347745
797	0.4996750542
798	0.4991714747
799	0.4988752885
800	0.498494428
801	0.4980016236
802	0.497657309
803	0.4973489052
804	0.497224395
805	0.4970615859
806	0.4966434291
807	0.4963628017
808	0.496169274
809	0.4958826176
810	0.4956704698
811	0.495277127
812	0.4951024068
813	0.4948230487
814	0.494566529
815	0.4942872622
816	0.4940327807
817	0.4937577712
818	0.4935082938
819	0.493286711
820	0.4930870994
821	0.4927962731
822	0.492545627
823	0.4921514755
824	0.4919379101
825	0.4915470657
826	0.4913806936
827	0.4908776042
828	0.4905445862
829	0.4902181768
830	0.4900332514
831	0.4895795148
832	0.489125338
833	0.4889931902
834	0.4886321096
835	0.4884485951
836	0.4881932027
837	0.4877611132
838	0.487574237
839	0.4872141781
840	0.4869539724
841	0.4865484726
842	0.4861661994
843	0.4858591411
844	0.4855024938
845	0.4850483031
846	0.4847524074
847	0.4844845486
848	0.4840688151
849	0.4838154003
850	0.4834993052
851	0.4831775028
852	0.4829078462
853	0.4827593488
854	0.4823890182
855	0.4820326765
856	0.4817593207
857	0.4815425445
858	0.481349251
859	0.4808761978
860	0.4804974549
861	0.4801279249
862	0.4798852473
863	0.4796979397
864	0.4793540813
865	0.4792129692
866	0.4788683399
867	0.478477892
868	0.4782566935
869	0.4778630126
870	0.4775193051
871	0.4771994815
872	0.4769028692
873	0.4765044371
874	0.4763007232
875	0.4760734283
876	0.4756723105
877	0.4753396207
878	0.4750220392
879	0.4748111966
880	0.4745604827
881	0.4742450889
882	0.4741378831
883	0.4738390483
884	0.4735306591
885	0.4732958347
886	0.4730072408
887	0.4726813647
888	0.472370123
889	0.4720123004
890	0.4717898002
891	0.4715069692
892	0.4712857067
893	0.4710699562
894	0.4707379683
895	0.4705213335
896	0.4702021206
897	0.4699382443
898	0.4695907983
899	0.4693487911
900	0.4691175245
901	0.4689291249
902	0.4687347203
903	0.4685392975
904	0.4681291851
905	0.4678875883
906	0.4676278237
907	0.4673756151
908	0.4670729657
909	0.4667632425
910	0.4664139165
911	0.4660159576
912	0.4656661438
913	0.4653442254
914	0.4650299661
915	0.4647087178
916	0.4644384859
917	0.4641004889
918	0.4638488249
919	0.4636019375
920	0.4632191808
921	0.4630050954
922	0.4627081674
923	0.4623369642
924	0.4619613388
925	0.4616832092
926	0.4612531029
927	0.4609132604
928	0.4605036653
929	0.4602278513
930	0.4598128585
931	0.4595230673
932	0.4592515051
933	0.4591238679
934	0.4588491367
935	0.4586104315
936	0.458497444
937	0.4581178103
938	0.45788155
939	0.4575500459
940	0.4572633952
941	0.4569805707
942	0.4565599853
943	0.4563478091
944	0.4560779159
945	0.4559516216
946	0.4556596386
947	0.4552876118
948	0.4550156431
949	0.454668801
950	0.4545351993
951	0.4543250239
952	0.4540561264
953	0.4537175775
954	0.4535462704
955	0.4532855945
956	0.4529898179
957	0.452685046
958	0.4523586068
959	0.4520235872
960	0.4517162611
961	0.4514768244
962	0.4513478737
963	0.450987419
964	0.4507854531
965	0.4505156115
966	0.4502284614
967	0.4499684038
968	0.4497082377
969	0.449495244
970	0.4492012169
971	0.4489018661
972	0.448705793
973	0.448395118
974	0.4482464823
975	0.4480597574
976	0.447898419
977	0.4476116592
978	0.4473736512
979	0.4472084119
980	0.4469385113
981	0.4467002513
982	0.4464568271
983	0.4462154702
984	0.446066904
985	0.4457697212
986	0.4456362595
987	0.4453474014
988	0.4449797983
989	0.4447559532
990	0.4444495945
991	0.4441211609
992	0.4437868888
993	0.4436597757
994	0.4434807908
995	0.44330973
996	0.4431223358
997	0.4428637701
998	0.4426284662
999	0.4423790824
1000	0.4420275687
1001	0.4417875343
1002	0.4414903032
1003	0.4413715363
1004	0.4410879711
1005	0.4408735265
1006	0.4406786193
1007	0.4403534723
1008	0.4401225975
1009	0.4399264894
1010	0.4396764831
1011	0.4395454117
1012	0.4393083769
1013	0.4390175016
1014	0.4387410956
1015	0.438477552
1016	0.4381448707
1017	0.4379725141
1018	0.437780555
1019	0.4375308837
1020	0.4372051978
1021	0.4369068109
1022	0.4367594268
1023	0.4364198574
1024	0.4361336902
1025	0.4358931606
1026	0.4356237561
1027	0.4353388476
1028	0.4350720861
1029	0.4347730122
1030	0.4344471134
1031	0.4342974913
1032	0.4339593079
1033	0.4336893962
1034	0.4335309799
1035	0.4332544153
1036	0.4330680899
1037	0.4327534961
1038	0.4324761684
1039	0.4322127999
1040	0.4318775026
1041	0.4315551133
1042	0.4314338716
1043	0.4311907023
1044	0.4309088517
1045	0.4306116394
1046	0.4303681707
1047	0.4301172539
1048	0.429962612
1049	0.429721875
1050	0.4294173005
1051	0.429272753
1052	0.4289529736
1053	0.4286763833
1054	0.4283886635
1055	0.4280888874
1056	0.4278645888
1057	0.4275905962
1058	0.4272866277
1059	0.42705211
1060	0.4268538746
1061	0.4266312195
1062	0.4263664959
1063	0.4260828217
1064	0.4258267374
1065	0.4256373073
1066	0.4253835915
1067	0.4251499197
1068	0.4249082503
1069	0.4246133764
1070	0.4244293538
1071	0.4243274569
1072	0.4240543882
1073	0.4237499433
1074	0.4234991621
1075	0.4231835617
1076	0.4230617192
1077	0.4227210855
1078	0.4224046995
1079	0.4222191552
1080	0.4219451252
1081	0.4216986767
1082	0.4213949748
1083	0.4212370183
1084	0.4209850563
1085	0.4206760029
1086	0.420464687
1087	0.4201957351
1088	0.4199149463
1089	0.4197402635
1090	0.4195557346
1091	0.4193465217
1092	0.4191000848
1093	0.4188217074
1094	0.4186018596
1095	0.4183725952
1096	0.4181052265
1097	0.4179227534
1098	0.4177777729
1099	0.4175349964
1100	0.4173502449
1101	0.4170937921
1102	0.4169733219
1103	0.4167910237
1104	0.4165829935
1105	0.4163544927
1106	0.4160472471
1107	0.4157712912
1108	0.41551129
1109	0.4152324674
1110	0.4149567334
1111	0.4147624051
1112	0.4145959254
1113	0.4143933963
1114	0.4142593669
1115	0.4139899338
1116	0.4136359368
1117	0.4134787389
1118	0.4132675088
1119	0.4130954901
1120	0.4129419353
1121	0.412753918
1122	0.4126063018
1123	0.4123691031
1124	0.4121294525
1125	0.4119004938
1126	0.4116529273
1127	0.4113642071
1128	0.4111310308
1129	0.4109273519
1130	0.4107167054
1131	0.4104475285
1132	0.4102636806
1133	0.4099730193
1134	0.409759216
1135	0.4095285138
1136	0.4093733074
1137	0.4091529355
1138	0.4089370842
1139	0.4087019375
1140	0.4084283721
1141	0.4082069631
1142	0.4079563799
1143	0.4076701951
1144	0.4074631538
1145	0.4073582438
1146	0.4070865645
1147	0.4068444545
1148	0.4067369315
1149	0.4064635525
1150	0.4062643242
1151	0.4060637729
1152	0.4058156379
1153	0.4056033939
1154	0.4053896517
1155	0.405257933
1156	0.4050801345
1157	0.4049121019
1158	0.404627549
1159	0.4043746218
1160	0.4042501875
1161	0.4040244148
1162	0.4039005419
1163	0.4037951733
1164	0.4035358642
1165	0.4032934844
1166	0.4030962357
1167	0.4028225835
1168	0.4026914517
1169	0.402447539
1170	0.4023321378
1171	0.4020420872
1172	0.4017997932
1173	0.4015430921
1174	0.4013509943
1175	0.4011038941
1176	0.4008894052
1177	0.4007204034
1178	0.4005396821
1179	0.4003201915
1180	0.4001542765
1181	0.3998884396
1182	0.3996834458
1183	0.3995660465
1184	0.3992811886
1185	0.3990640102
1186	0.3987887457
1187	0.3985165624
1188	0.3983235966
1189	0.3980773157
1190	0.3978608969
1191	0.3976916692
1192	0.397584729
1193	0.39733045
1194	0.3970570867
1195	0.396777101
1196	0.396580143
1197	0.3963859887
1198	0.3961674422
1199	0.3959869612
1200	0.3958557351
1201	0.3955778844
1202	0.3953677865
1203	0.3952355982
1204	0.3951282618
1205	0.3949315755
1206	0.3947175828
1207	0.3945514319
1208	0.3942933496
1209	0.3941719871
1210	0.3939187103
1211	0.3936982545
1212	0.3934698863
1213	0.3931744905
1214	0.393008611
1215	0.392689944
1216	0.3925194773
1217	0.3923470167
1218	0.3920758587
1219	0.3918651583
1220	0.3915937191
1221	0.3912867845
1222	0.391178416
1223	0.3910470976
1224	0.3908104086
1225	0.3905803684
1226	0.3904450383
1227	0.3903379566
1228	0.3901476476
1229	0.3899720711
1230	0.3897444521
1231	0.3895779036
1232	0.3893224308
1233	0.3890764599
1234	0.3889193226
1235	0.3888119741
1236	0.3886650826
1237	0.3884702379
1238	0.388338564
1239	0.3881302581
1240	0.3878798316
1241	0.3876714795
1242	0.3874027589
1243	0.3872263123
1244	0.3871172897
1245	0.3869086686
1246	0.3867425202
1247	0.3864784534
1248	0.3862661227
1249	0.3861538636
1250	0.3859597088
1251	0.3857724988
1252	0.3855641826
1253	0.3853206473
1254	0.3851247065
1255	0.3849849518
1256	0.3847289238
1257	0.384537198
1258	0.3843251288
1259	0.3841559867
1260	0.3839648964
1261	0.3837204265
1262	0.3835200921
1263	0.383253206
1264	0.3831282608
1265	0.3828924465
1266	0.3827917832
1267	0.3826279396
1268	0.3824371133
1269	0.3822675088
1270	0.382073091
1271	0.3819770058
1272	0.3817415645
1273	0.3816384856
1274	0.3814034956
1275	0.3811357268
1276	0.381010891
1277	0.3808104386
1278	0.38064544
1279	0.380425169
1280	0.3802047911
1281	0.3800244157
1282	0.3798544083
1283	0.3796353383
1284	0.3795009983
1285	0.3792722069
1286	0.3791435809
1287	0.3789240196
1288	0.3787280778
1289	0.3785107032
1290	0.3783595359
1291	0.378249239
1292	0.3780075659
1293	0.377898678
1294	0.3777021764
1295	0.3775107788
1296	0.3772805262
1297	0.3771274532
1298	0.3769399423
1299	0.3767286804
1300	0.3764611432
1301	0.3762152073
1302	0.3760033401
1303	0.3758051871
1304	0.3756422964
1305	0.3753949733
1306	0.3752303259
1307	0.3749691562
1308	0.3747291041
1309	0.3744728463
1310	0.3743017423
1311	0.3740640074
1312	0.3738231443
1313	0.3736693824
1314	0.373422327
1315	0.3732533567
1316	0.3730211749
1317	0.3728491625
1318	0.3727540602
1319	0.3724920707
1320	0.3723694169
1321	0.3721729382
1322	0.3719854532
1323	0.371758213
1324	0.3714783839
1325	0.3713029192
1326	0.3711722813
1327	0.3710416342
1328	0.3709482277
1329	0.3707893373
1330	0.370588398
1331	0.3704460066
1332	0.3702072017
1333	0.3699646713
1334	0.369725356
1335	0.3695394427
1336	0.3693659339
1337	0.3691984969
1338	0.3690710729
1339	0.3688517634
1340	0.3687047081
1341	0.368538593
1342	0.3683334627
1343	0.3681012001
1344	0.3679969058
1345	0.3678001239
1346	0.3675348572
1347	0.3673849154
1348	0.367162136
1349	0.3669683451
1350	0.3668670032
1351	0.3667121018
1352	0.3665277536
1353	0.3663364532
1354	0.3660915343
1355	0.365955616
1356	0.3657726202
1357	0.3656014416
1358	0.3655049072
1359	0.3653293473
1360	0.3651498475
1361	0.3650549691
1362	0.3648834586
1363	0.3647557683
1364	0.3645707226
1365	0.3643940412
1366	0.3642394871
1367	0.3639936507
1368	0.3638970725
1369	0.3637682246
1370	0.3635249868
1371	0.3634367698
1372	0.3632100465
1373	0.36300184
1374	0.3627587757
1375	0.3625967665
1376	0.3624888846
1377	0.362337759
1378	0.3621923533
1379	0.3620063954
1380	0.3617831632
1381	0.3616725504
1382	0.3614805985
1383	0.3613451331
1384	0.3612445759
1385	0.3610221599
1386	0.360925339
1387	0.3607315876
1388	0.3605617613
1389	0.3604077561
1390	0.3602212091
1391	0.3600734491
1392	0.3598828955
1393	0.3597649639
1394	0.359613029
1395	0.3594499756
1396	0.3592922956
1397	0.3590872628
1398	0.3589158427
1399	0.3586821022
1400	0.3584914374
1401	0.3583219012
1402	0.3581530816
1403	0.3580373364
1404	0.3578683571
1405	0.3576691977
1406	0.3575217959
1407	0.3573925387
1408	0.3571489123
1409	0.3569099102
1410	0.3567290911
1411	0.3566183082
1412	0.3564179742
1413	0.3562117588
1414	0.356010349
1415	0.355765368
1416	0.3556524555
1417	0.3554539839
1418	0.3552784586
1419	0.3551008942
1420	0.3549589256
1421	0.3548310373
1422	0.3545927608
1423	0.3544197335
1424	0.3541970247
1425	0.3539970329
1426	0.3538350893
1427	0.3535827167
1428	0.3533252432
1429	0.3531080921
1430	0.3529224883
1431	0.3527869952
1432	0.3526928761
1433	0.352567219
1434	0.3523697231
1435	0.3521581428
1436	0.3520362743
1437	0.3519511068
1438	0.3517716726
1439	0.3515978997
1440	0.3515406586
1441	0.3513809331
1442	0.3512909933
1443	0.3511915833
1444	0.350963043
1445	0.3508106781
1446	0.3506055741
1447	0.3504359659
1448	0.3501984646
1449	0.3499763889
1450	0.3498424672
1451	0.3496419268
1452	0.3494545732
1453	0.3492649884
1454	0.3491059211
1455	0.3489624789
1456	0.3488362623
1457	0.3487361439
1458	0.3485328288
1459	0.3483697917
1460	0.3482274199
1461	0.3480519394
1462	0.3478599256
1463	0.3476619282
1464	0.3474182197
1465	0.3471946861
1466	0.3469962808
1467	0.3468579188
1468	0.3467816705
1469	0.3465466771
1470	0.3464502969
1471	0.3463124519
1472	0.3461171808
1473	0.3459047003
1474	0.3457453969
1475	0.345539467
1476	0.3453242464
1477	0.3451598682
1478	0.3449811629
1479	0.3448540775
1480	0.3447794895
1481	0.344589808
1482	0.3444279091
1483	0.3442667494
1484	0.3440707861
1485	0.3439326761
1486	0.3437174737
1487	0.3435509756
1488	0.3434312716
1489	0.3433274286
1490	0.343141454
1491	0.3429948435
1492	0.3427777968
1493	0.3426769801
1494	0.3425013974
1495	0.3423755759
1496	0.3422033725
1497	0.3420613128
1498	0.341877677
1499	0.3416566517
